timestamp,sensor1_smoothed,sensor1_bpm,sensor2_smoothed,sensor2_bpm,status
00:20.3,100.05,19.28,172.45,40.15,OK
00:20.3,62.75,19.28,190.7,40.15,OK
00:20.3,33.9,19.28,209.55,40.15,OK
00:20.3,15,19.28,230.3,40.15,OK
00:20.3,-0.35,19.28,244.55,40.15,OK
00:20.3,-0.65,19.28,260.35,40.15,OK
00:20.3,-27.25,19.28,260.8,40.15,OK
00:20.3,-17.25,19.28,275.1,40.15,OK
00:20.3,-31.45,19.28,288.55,40.15,OK
00:20.3,-23.95,19.28,295.7,40.15,OK
00:20.4,-9.15,19.28,308.5,40.15,OK
00:20.4,6.85,19.28,323.65,40.15,OK
00:20.4,6.85,19.28,345.45,40.15,OK
00:20.4,6.85,19.28,370.2,40.15,OK
00:20.4,6.85,19.28,382.6,40.15,OK
00:20.4,6.85,19.28,400.5,40.15,OK
00:20.4,6.85,19.28,386.1,40.15,OK
00:20.4,6.85,19.28,395.75,40.15,OK
00:20.4,6.85,19.28,385.55,40.15,OK
00:20.4,6.85,19.28,376.65,40.15,OK
00:20.5,6.85,19.28,354.85,40.15,OK
00:20.5,6.85,19.28,323,40.15,OK
00:20.5,6.85,19.28,284.6,40.15,OK
00:20.5,6.85,19.28,238.3,40.15,OK
