timestamp,sensor1_smoothed,sensor1_bpm,sensor2_smoothed,sensor2_bpm,status,
2025-08-12 14:22,11.02,77.48,-156.67,72.23,120,OK
2025-08-12 14:22,4.38,77.48,-160.14,72.23,120,OK
2025-08-12 14:22,0.67,77.48,-162.53,72.23,120,OK
2025-08-12 14:22,-1.2,77.48,-159.6,72.23,120,OK
2025-08-12 14:22,-1.34,77.48,-156.43,72.23,120,OK
2025-08-12 14:22,-1.22,77.48,-148.77,72.23,120,OK
2025-08-12 14:22,-1.08,77.48,-142.22,72.23,120,OK
2025-08-12 14:22,-0.11,77.48,-130.12,72.23,120,OK
2025-08-12 14:22,0.42,77.48,-120.42,72.23,120,OK
2025-08-12 14:22,0.6,77.48,-110.48,72.23,120,OK
2025-08-12 14:22,1.68,77.48,-101.85,72.23,120,OK
2025-08-12 14:22,3.13,77.48,-92.37,72.23,120,OK
2025-08-12 14:22,1.4,77.48,-87.62,72.23,120,OK
2025-08-12 14:22,-2.04,77.48,-81.81,72.23,120,OK
2025-08-12 14:22,-4.34,77.48,-73.95,72.23,120,OK
2025-08-12 14:22,-11.21,77.48,-68.14,72.23,120,OK
2025-08-12 14:22,-19.06,77.48,-63.41,72.23,120,OK
2025-08-12 14:22,-27.03,77.48,-59.68,72.23,120,OK
2025-08-12 14:22,-35.09,77.48,-58.94,72.23,120,OK
2025-08-12 14:22,-47.19,77.48,-59.21,72.23,120,OK
2025-08-12 14:22,-58.69,77.48,-61.31,72.23,120,OK
2025-08-12 14:22,-71.04,77.48,-62.56,72.23,120,OK
2025-08-12 14:22,-83.28,77.48,-64.19,72.23,120,OK
2025-08-12 14:22,-96.83,77.48,-64.28,72.23,120,OK
2025-08-12 14:22,-107.15,77.48,-66.18,72.23,120,OK
2025-08-12 14:22,-115.71,77.48,-66.37,72.23,120,OK
2025-08-12 14:22,-122.21,77.48,-68.23,72.23,120,OK
2025-08-12 14:22,-125.38,77.48,-70.05,72.23,120,OK
2025-08-12 14:22,-126.93,77.48,-69.63,72.23,120,OK
2025-08-12 14:22,-128.67,77.48,-70.64,72.23,120,OK
2025-08-12 14:22,-128.44,77.48,-72.08,72.23,120,OK
2025-08-12 14:22,-129.34,77.48,-71.75,72.23,120,OK
2025-08-12 14:22,-129.54,77.48,-67.66,72.23,120,OK
2025-08-12 14:22,-125.91,77.48,-62.97,72.23,120,OK
2025-08-12 14:22,-119.33,77.48,-52.07,72.23,120,OK
2025-08-12 14:22,-108.28,77.48,-33.27,72.23,120,OK
2025-08-12 14:22,-90.78,77.48,-5.51,72.23,120,OK
2025-08-12 14:22,-67.59,77.48,29.72,72.23,120,OK
2025-08-12 14:22,-40.21,77.48,70.5,72.23,120,OK
2025-08-12 14:22,-10.67,77.48,116.97,72.23,120,OK
2025-08-12 14:22,18.36,77.48,163.5,72.23,120,OK
2025-08-12 14:22,46.35,77.48,204.1,90.69,120,OK
2025-08-12 14:22,67.51,92.86,238.35,90.69,-10,OK
2025-08-12 14:22,82.35,92.86,264.81,90.69,-10,OK
2025-08-12 14:22,92.92,92.86,279.3,90.69,-10,OK
2025-08-12 14:22,95.41,92.86,284.12,90.69,-10,OK
2025-08-12 14:22,92.13,92.86,279.79,90.69,-10,OK
2025-08-12 14:22,84.41,92.86,266.7,90.69,-10,OK
2025-08-12 14:22,74.4,92.86,245.55,90.69,-10,OK
2025-08-12 14:22,59.69,92.86,219.88,90.69,-10,OK
2025-08-12 14:22,45.33,92.86,187.41,90.69,-10,OK
2025-08-12 14:22,29.31,92.86,152.75,90.69,-10,OK
2025-08-12 14:22,14.95,92.86,117.75,90.69,-10,OK
2025-08-12 14:22,-2.03,92.86,82.5,90.69,-10,OK
2025-08-12 14:22,-17.93,92.86,46.24,90.69,-10,OK
